"NDB_No","Nutrient_Code","Nutrient_name","Derivation_Code","Output_value","Output_uom"
"45129657","401","Vitamin C, total ascorbic acid","LCGA","273.0","mg"
"45129657","404","Thiamin","LCGA","0.0","mg"
"45129657","405","Riboflavin","LCGA","0.01","mg"
"45129657","406","Niacin","LCGA","0.0","mg"
"45129657","415","Vitamin B-6","LCGA","0.01","mg"
"45129657","417","Folate, total","LCGA","0.0","mcg"
"45129657","418","Vitamin B-12","LCGA","0.1","mcg"
"45129657","601","Cholesterol","LCGA","0.0","mg"
"45129657","605","Fatty acids, total trans","LCGA","0.0","g"
"45129657","606","Fatty acids, total saturated","LCGA","0.2","g"
"45129657","645","Fatty acids, total monounsaturated","LCGA","0.0","g"
"45129657","646","Fatty acids, total polyunsaturated","LCGA","0.0","g"
"45127723","203","Protein","LCGA","5.9","g"
"45127723","204","Total lipid (fat)","LCGA","3.3","g"
"45127723","205","Carbohydrate, by difference","LCGA","22.1","g"
"45127723","207","Ash","LCGA","3.2","g"
"45127723","255","Water","LCGA","65.5","g"
"45127723","269","Sugars, total","LCGA","1.2","g"
"45127723","291","Fiber, total dietary","LCGA","7.1","g"
"45127723","295","Fiber, soluble","LCGA","6.0","g"
"45127723","297","Fiber, insoluble","LCGA","1.0","g"
"45127723","301","Calcium, Ca","LCGA","67.0","mg"
"45127723","303","Iron, Fe","LCGA","0.7","mg"
"45127723","304","Magnesium, Mg","LCGA","28.0","mg"
"45127723","305","Phosphorus, P","LCGA","98.0","mg"
"45127723","306","Potassium, K","LCGA","176.0","mg"
"45127723","307","Sodium, Na","LCGA","633.0","mg"
"45127723","309","Zinc, Zn","LCGA","0.4","mg"
"45127723","318","Vitamin A, IU","LCGA","0.0","IU"
"45127723","324","Vitamin D","LCGA","0.0","IU"
"45127723","340","Vitamin E (label entry primarily)","LCGA","0.0","IU"
"45127723","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45127723","404","Thiamin","LCGA","0.0","mg"
"45127723","405","Riboflavin","LCGA","0.06","mg"
"45127723","406","Niacin","LCGA","1.0","mg"
"45127723","415","Vitamin B-6","LCGA","0.1","mg"
"45127723","417","Folate, total","LCGA","21.0","mcg"
"45127723","418","Vitamin B-12","LCGA","0.0","mcg"
"45127723","601","Cholesterol","LCGA","4.0","mg"
"45127723","605","Fatty acids, total trans","LCGA","0.0","g"
"45127723","606","Fatty acids, total saturated","LCGA","1.1","g"
"45127723","645","Fatty acids, total monounsaturated","LCGA","1.0","g"
"45127723","646","Fatty acids, total polyunsaturated","LCGA","0.7","g"
"45128035","203","Protein","LCGA","23.9","g"
"45128035","204","Total lipid (fat)","LCGA","9.3","g"
"45128035","205","Carbohydrate, by difference","LCGA","8.5","g"
"45128035","207","Ash","LCGA","2.7","g"
"45128035","255","Water","LCGA","55.6","g"
"45128035","269","Sugars, total","LCGA","1.2","g"
"45128035","291","Fiber, total dietary","LCGA","4.4","g"
"45128035","301","Calcium, Ca","LCGA","61.0","mg"
"45128035","303","Iron, Fe","LCGA","4.2","mg"
"45128035","305","Phosphorus, P","LCGA","185.0","mg"
"45128035","306","Potassium, K","LCGA","182.0","mg"
"45128035","307","Sodium, Na","LCGA","422.0","mg"
"45128035","309","Zinc, Zn","LCGA","1.2","mg"
"45128035","318","Vitamin A, IU","LCGA","0.0","IU"
"45128035","401","Vitamin C, total ascorbic acid","LCGA","0.0","mg"
"45128035","404","Thiamin","LCGA","3.0","mg"
"45128035","405","Riboflavin","LCGA","0.34","mg"
"45128035","406","Niacin","LCGA","6.4","mg"
"45128035","415","Vitamin B-6","LCGA","0.6","mg"
"45128035","418","Vitamin B-12","LCGA","4.5","mcg"
"45128035","601","Cholesterol","LCGA","3.0","mg"
